user_id,k_core,degree,littlebirdceo,expertise_level
139766,76,658,Trevor_G,Elite Expert
311631,76,447,Tim Williams,Elite Expert
132064,76,1047,analogsystemsrf,Elite Expert
64754,76,675,Dwayne Reid,Elite Expert
121030,76,199,evildemonic,Elite Expert
193409,76,511,vu2nan,Elite Expert
264473,76,260,Frog,Elite Expert
115114,76,168,Uwe,Elite Expert
73158,76,1822,Transistor,Elite Expert
148363,76,447,Jeroen3,Elite Expert
40274,76,661,LvW,Elite Expert
17178,76,1265,Passerby,Elite Expert
188637,76,335,fraxinus,Elite Expert
331962,76,169,colintd,Elite Expert
194393,76,158,devnull,Elite Expert
771,76,496,vicatcu,Elite Expert
2228,76,917,pjc50,Elite Expert
4512,76,2674,Olin Lathrop,Elite Expert
53368,76,575,Tom Carpenter,Elite Expert
29434,76,379,LorenzoDonati4Ukraine-OnStrike,Elite Expert
169836,76,287,Oldfart,Elite Expert
3119,76,378,Simon Richter,Elite Expert
166183,76,161,Jonathan S.,Elite Expert
303651,76,261,GodJihyo,Elite Expert
72179,76,712,Dmitry Grigoryev,Elite Expert
69570,76,307,danmcb,Elite Expert
11684,76,936,Scott Seidman,Elite Expert
115257,76,422,TonyM,Elite Expert
43191,76,608,EM Fields,Elite Expert
80533,76,419,Peter Smith,Elite Expert
41003,76,490,Kevin White,Elite Expert
237061,76,340,tobalt,Elite Expert
151108,76,251,Fredled,Elite Expert
29811,76,270,CL.,Elite Expert
124009,76,280,Misunderstood,Elite Expert
109619,76,221,winny,Elite Expert
20361,76,363,John D,Elite Expert
7036,76,558,Nick Alexeev,Elite Expert
69058,76,337,rdtsc,Elite Expert
90588,76,429,jp314,Elite Expert
141599,76,240,Verbal Kint,Elite Expert
20218,76,3602,Andy aka,Elite Expert
11683,76,1525,Dave Tweed,Elite Expert
4892,76,371,Whit3rd,Elite Expert
103831,76,435,user4574,Elite Expert
106670,76,232,John Birckhead,Elite Expert
50733,76,1454,Neil_UK,Elite Expert
6334,76,1332,The Photon,Elite Expert
1908,76,210,hotpaw2,Elite Expert
89944,76,212,Jack B,Elite Expert
10016,76,432,Barry,Elite Expert
103420,76,442,Rohat Kılıç,Elite Expert
38098,76,754,jonk,Elite Expert
33870,76,231,metacollin,Elite Expert
152903,76,259,Solar Mike,Elite Expert
77865,76,845,Bimpelrekkie,Elite Expert
10810,76,810,Kuba hasn't forgotten Monica,Elite Expert
3123,76,1406,supercat,Elite Expert
70314,76,549,Autistic,Elite Expert
19835,76,1087,Peter Bennett,Elite Expert
95619,76,265,a concerned citizen,Elite Expert
91862,76,255,pipe,Elite Expert
275713,76,219,Lorenzo Marcantonio,Elite Expert
11606,76,665,Ignacio Vazquez-Abrams,Elite Expert
31018,76,662,alex.forencich,Elite Expert
81178,76,261,filo,Elite Expert
80964,76,218,Jan Eerland,Elite Expert
57037,76,728,user57037,Elite Expert
71774,76,309,StainlessSteelRat,Elite Expert
96810,76,1246,Voltage Spike,Elite Expert
12135,76,957,Michael Karas,Elite Expert
136014,76,388,dannyf,Elite Expert
225701,76,837,hacktastical,Elite Expert
126172,76,372,Janka,Elite Expert
76537,76,253,User323693,Elite Expert
2028,76,449,JYelton,Elite Expert
199993,76,1203,Justme,Elite Expert
82111,76,662,Marko Buršič,Elite Expert
50290,76,307,user1850479,Elite Expert
40487,76,1138,WhatRoughBeast,Elite Expert
77938,76,517,Simon B,Elite Expert
47070,76,809,JRE,Elite Expert
4831,76,839,Wouter van Ooijen,Elite Expert
65584,76,326,Arsenal,Elite Expert
16993,76,307,Vladimir Cravero,Elite Expert
56411,76,512,Adam Haun,Elite Expert
16880,75,264,david,Elite Expert
206507,75,162,Edin Fifić,Elite Expert
1322,75,772,tcrosley,Elite Expert
202270,75,211,Edgar Brown,Elite Expert
34873,75,193,Joren Vaes,Elite Expert
107557,75,205,Henry Crun,Elite Expert
53769,75,286,Asmyldof,Elite Expert
1986,75,349,gbarry,Elite Expert
81617,75,187,vini_i,Elite Expert
78538,74,146,BeB00,Elite Expert
101852,74,189,SamGibson,Elite Expert
46824,74,178,pericynthion,Elite Expert
295197,74,150,GT Electronics,Elite Expert
8713,74,186,Harry Svensson,Elite Expert
107479,74,212,dim,Elite Expert
80284,74,188,Anonymous,Elite Expert
92635,74,204,G36,Elite Expert
16519,73,197,DrFriedParts,Elite Expert
51033,73,216,KalleMP,Elite Expert
54969,73,148,Ariser,Elite Expert
1729,73,151,crasic,Elite Expert
2064,73,1110,stevenvh,Elite Expert
24182,73,342,JIm Dearden,Elite Expert
138493,73,184,MCG,Elite Expert
10475,73,489,Alfred Centauri,Elite Expert
2191,73,325,RedGrittyBrick,Elite Expert
166884,73,198,Mitu Raj,Elite Expert
1293,73,549,Adam Lawrence,Elite Expert
106823,73,195,Barleyman,Elite Expert
104897,73,161,st2000,Elite Expert
28910,73,168,user28910,Elite Expert
19489,73,204,DoxyLover,Elite Expert
9006,73,243,gbulmer,Elite Expert
30449,73,217,Mister Mystère,Elite Expert
194308,73,150,K H,Elite Expert
10658,73,273,helloworld922,Elite Expert
11370,73,299,Some Hardware Guy,Elite Expert
53375,73,210,AaronD,Elite Expert
43075,73,217,Daniel,Elite Expert
66771,73,303,Chu,Elite Expert
57828,73,206,sweber,Elite Expert
17077,73,359,John U,Elite Expert
234610,73,157,jwh20,Elite Expert
54580,73,262,the gods from engineering,Elite Expert
11861,73,586,placeholder,Elite Expert
11074,73,293,Matt Young,Elite Expert
254702,73,135,Ralph,Elite Expert
813,73,565,davidcary,Elite Expert
9414,73,488,Kaz,Elite Expert
159456,73,176,jusaca,Elite Expert
58132,73,198,Eugene Sh.,Elite Expert
305,73,881,Leon Heller,Elite Expert
26566,73,210,Warren Hill,Elite Expert
63907,73,193,ThreePhaseEel,Elite Expert
1472,73,245,Turbo J,Elite Expert
161,73,419,Adam Davis,Elite Expert
100495,73,212,JRaef,Elite Expert
51857,73,168,Grabul,Elite Expert
49347,73,290,George Herold,Elite Expert
8627,73,474,jippie,Elite Expert
7523,72,235,Stephen Collings,Elite Expert
107807,72,133,Sam,Elite Expert
146624,72,120,MicroservicesOnDDD,Elite Expert
1374,72,467,Connor Wolf,Elite Expert
69405,72,130,Solomon Slow,Elite Expert
301878,72,132,Sandro,Elite Expert
107297,72,135,Ian Bland,Elite Expert
104162,72,197,Sean Houlihane,Elite Expert
161293,72,160,Matt Timmermans,Elite Expert
193364,72,128,DrMoishe Pippik,Elite Expert
5372,72,682,Oli Glaser,Elite Expert
33670,72,191,Ecnerwal,Elite Expert
313620,72,140,Jens,Elite Expert
96794,72,155,Steve G,Elite Expert
101016,72,184,Mario,Elite Expert
79842,72,160,Jim Fischer,Elite Expert
61670,72,185,tomnexus,Elite Expert
322841,72,133,feynman,Elite Expert
411,72,381,markrages,Elite Expert
68606,72,148,Whiskeyjack,Elite Expert
17429,72,293,akohlsmith,Elite Expert
108065,72,144,Big6,Elite Expert
2677,72,149,Justin,Elite Expert
930,72,314,zebonaut,Elite Expert
206,72,480,Brian Carlton,Elite Expert
6104,72,135,ratchet freak,Elite Expert
638,72,252,W5VO,Elite Expert
16051,71,191,Rev,Elite Expert
39372,71,151,uint128_t,Elite Expert
93461,71,138,Colin,Elite Expert
11970,71,219,Tom L.,Elite Expert
14004,71,404,Anindo Ghosh,Elite Expert
94121,71,155,frr,Elite Expert
40447,71,171,Cort Ammon,Elite Expert
61257,71,151,Wesley Lee,Elite Expert
166966,71,166,awjlogan,Elite Expert
99344,71,138,Robert Endl,Elite Expert
33966,71,207,bigjosh,Elite Expert
65892,71,135,Tanner Swett,Elite Expert
64619,71,154,jbord39,Elite Expert
8983,71,151,Jerry Coffin,Elite Expert
122782,71,164,Decapod,Elite Expert
110971,71,133,user110971,Elite Expert
7348,71,354,clabacchio,Elite Expert
2838,71,160,Kevin Reid,Elite Expert
133102,71,135,Finbarr,Elite Expert
1240,71,357,AndrejaKo,Elite Expert
9409,71,216,efox29,Elite Expert
62403,70,166,Ayhan,Elite Expert
57249,70,172,PkP,Elite Expert
46582,70,142,jms,Elite Expert
6127,70,149,τεκ,Elite Expert
249644,70,134,Kyle B,Elite Expert
238706,70,143,ocrdu,Elite Expert
149547,70,148,Glenn W9IQ,Elite Expert
177349,70,138,Audioguru,Elite Expert
330261,70,134,periblepsis,Elite Expert
111094,70,117,le_top,Elite Expert
68782,70,136,Roland,Elite Expert
229421,70,132,Reroute,Elite Expert
13366,69,173,Blup1980,Senior Expert
27943,69,194,nidhin,Senior Expert
60144,69,131,rioraxe,Senior Expert
174591,69,118,D Duck,Senior Expert
59657,69,114,Sredni Vashtar,Senior Expert
46780,69,140,sarthak,Senior Expert
85985,69,121,Chupacabras,Senior Expert
347781,69,137,MOSFET,Senior Expert
177428,69,124,po.pe,Senior Expert
38969,69,177,KyranF,Senior Expert
101063,69,117,Chester Gillon,Senior Expert
40773,68,175,Maxthon Chan,Senior Expert
136006,68,137,Enric Blanco,Senior Expert
15805,68,222,Samuel,Senior Expert
95488,68,109,ErikR,Senior Expert
76054,68,122,Jon,Senior Expert
95810,67,152,Robherc KV5ROB,Senior Expert
35681,67,122,skvery,Senior Expert
117489,67,132,Andrew,Senior Expert
76468,66,114,Ronan Paixão,Senior Expert
278992,66,104,Miss Mulan,Senior Expert
17064,65,276,PeterJ,Senior Expert
36048,64,98,kruemi,Senior Expert
6383,64,132,JimmyB,Senior Expert
8494,64,200,Jon Watte,Senior Expert
22417,64,122,Anthony May,Senior Expert
9715,64,138,Jay M,Senior Expert
3361,63,231,JRobert,Senior Expert
105432,63,127,Claudio Avi Chami,Senior Expert
1743,63,128,Ben Voigt,Senior Expert
271493,63,94,Pete W,Senior Expert
6585,63,107,Polynomial,Senior Expert
1476,63,212,Hans,Senior Expert
1024,63,352,Rocketmagnet,Senior Expert
50872,63,99,carloc,Senior Expert
18035,63,134,anrieff,Senior Expert
10008,63,100,Reinderien,Senior Expert
71653,63,145,R Drast,Senior Expert
56469,63,121,Paul Uszak,Senior Expert
9599,63,145,Shamtam,Senior Expert
199039,63,117,Phil G,Senior Expert
11760,63,144,Kvegaoro,Senior Expert
25461,62,106,Dean Franks,Senior Expert
254956,62,102,V.V.T,Senior Expert
107332,62,122,Uwe,Senior Expert
175629,62,91,linuxfan says Reinstate Monica,Senior Expert
100073,62,117,soosai steven,Senior Expert
51760,62,132,Null,Senior Expert
148888,62,99,sstobbe,Senior Expert
93650,62,101,Krunal Desai,Senior Expert
83541,62,99,HandyHowie,Senior Expert
22676,62,121,Dirceu Rodrigues Jr,Senior Expert
243192,62,89,Bravale,Senior Expert
252145,62,91,Christianidis Vasilis,Senior Expert
127594,62,92,owg60,Senior Expert
39022,62,127,Dejvid_no1,Senior Expert
3707,62,136,Nick Johnson,Senior Expert
142,62,412,endolith,Senior Expert
263983,62,112,user263983,Senior Expert
92574,62,101,Vince Patron,Senior Expert
1878,62,123,Armandas,Senior Expert
65265,62,112,Nils Pipenbrinck,Senior Expert
34751,61,134,Martin Petrei,Senior Expert
2110,61,178,Martin,Senior Expert
131342,61,116,user131342,Senior Expert
147331,61,99,Puffafish,Senior Expert
111988,61,119,Blair Fonville,Senior Expert
39905,61,158,Kamil,Senior Expert
172091,61,123,drtechno,Senior Expert
274544,61,94,greybeard,Senior Expert
23064,61,121,user,Senior Expert
102667,61,87,Graham Nye,Senior Expert
200127,61,99,jay,Senior Expert
20408,60,266,Martin Thompson,Senior Expert
97482,60,108,jcaron,Senior Expert
261362,60,126,schnedan,Senior Expert
566,60,466,Toby Jaffey,Senior Expert
109940,60,97,Dampmaskin,Senior Expert
51754,60,95,h22,Senior Expert
5097,60,94,pgvoorhees,Senior Expert
339,60,261,starblue,Senior Expert
2255,60,228,lyndon,Senior Expert
330,60,344,Jason S,Senior Expert
16539,60,204,Gustavo Litovsky,Senior Expert
322141,60,86,Amit M,Senior Expert
740,60,434,JustJeff,Senior Expert
151454,60,98,manassehkatz-Moving 2 Codidact,Senior Expert
79620,60,90,Michael,Senior Expert
130447,60,98,比尔盖子,Senior Expert
169685,59,79,ghellquist,Senior Expert
157964,59,108,Jason Han,Senior Expert
341316,59,89,Michal Podmanický,Senior Expert
30046,59,88,Designalog,Senior Expert
56348,59,140,Bence Kaulics,Senior Expert
5542,59,143,hkBattousai,Senior Expert
41283,59,118,Marla,Senior Expert
34893,59,109,C. Towne Springer,Senior Expert
11791,59,193,Joe Hass,Senior Expert
27338,59,161,markt,Senior Expert
205824,59,100,vtolentino,Senior Expert
10045,59,162,embedded.kyle,Senior Expert
137302,59,87,andrea,Senior Expert
174327,58,112,Sven B,Senior Expert
183929,58,114,Dorian,Senior Expert
222590,58,77,Peter Jennings,Senior Expert
215535,58,102,hekete,Senior Expert
62210,58,100,MadHatter,Senior Expert
7663,58,125,Pentium100,Senior Expert
1407,58,238,Nick T,Senior Expert
2234,58,146,MikeJ-UK,Senior Expert
1609,58,121,DarenW,Senior Expert
230,58,273,Kortuk,Senior Expert
319,58,300,Kellenjb,Senior Expert
857,58,375,Kevin Vermeer,Senior Expert
189734,58,98,citizen,Senior Expert
249,58,281,AngryEE,Senior Expert
1681,58,341,mikeselectricstuff,Senior Expert
197351,58,93,Sim Son,Senior Expert
2062,58,240,BarsMonster,Senior Expert
8159,58,144,Renan,Senior Expert
1498,58,245,russ_hensel,Senior Expert
688,58,154,apalopohapa,Senior Expert
30642,57,125,GR Tech,Senior Expert
2118,57,158,tyblu,Senior Expert
424,57,329,jluciani,Senior Expert
33841,57,166,alexan_e,Senior Expert
1438,57,192,Mark,Senior Expert
94854,57,102,Heath Raftery,Senior Expert
938,57,222,Daniel Grillo,Senior Expert
244,57,182,Axeman,Senior Expert
4583,57,134,John R. Strohm,Senior Expert
1397,57,146,smashtastic,Senior Expert
712,57,276,pingswept,Senior Expert
1129,57,206,avra,Senior Expert
16497,57,118,gsills,Senior Expert
659,57,174,jpc,Senior Expert
400,57,130,uɐɪ,Senior Expert
689,57,184,Johan,Senior Expert
4700,57,124,Matt B.,Senior Expert
23669,57,92,EasyOhm,Senior Expert
1225,57,309,Thomas O,Senior Expert
26129,57,129,user36129,Senior Expert
2148,57,94,rfdave,Senior Expert
11884,57,135,Chetan Bhargava,Senior Expert
1278,57,181,ajs410,Senior Expert
259,57,150,Michael Kohne,Senior Expert
1078,57,158,fceconel,Senior Expert
588,57,205,mjh2007,Senior Expert
159890,56,102,crj11,Senior Expert
253935,56,97,Ilya,Senior Expert
228879,56,90,the busybee,Senior Expert
115106,56,76,Matt S,Senior Expert
261130,56,93,Mark Leavitt,Senior Expert
235517,56,83,td127,Senior Expert
43931,56,108,Dan Laks,Senior Expert
28570,55,139,Li-aung Yip,Senior Expert
115199,55,87,Anthony X,Senior Expert
11025,55,148,HikeOnPast,Senior Expert
264536,55,92,Graham Stevenson,Senior Expert
36731,55,82,Andrew Morton,Senior Expert
4129,55,94,MattyZ,Senior Expert
29994,55,116,johnfound,Senior Expert
9296,55,95,bta,Senior Expert
1181,54,126,Yann Vernier,Senior Expert
35882,54,115,FiddyOhm,Senior Expert
883,54,170,XTL,Senior Expert
296154,54,82,ElectronicsStudent,Senior Expert
374,54,163,J. Polfer,Senior Expert
257342,54,78,SystemTheory,Senior Expert
9079,54,135,miceuz,Senior Expert
218625,54,105,Peter R. McMahon,Senior Expert
39687,54,103,PlasmaHH,Senior Expert
65423,54,70,Hilmar,Senior Expert
20134,54,123,Alan Campbell,Senior Expert
131,54,245,davr,Senior Expert
36906,54,90,akellyirl,Senior Expert
1158,54,110,Pete Kirkham,Senior Expert
341959,53,67,Fabio Barone,Senior Expert
279792,53,71,David Mikeska,Senior Expert
16970,53,109,Dzarda,Senior Expert
139908,53,88,jsotola,Senior Expert
160691,53,88,next-hack,Senior Expert
8398,53,79,compumike,Senior Expert
18241,53,95,Pete Becker,Senior Expert
121003,53,75,Daniele Tampieri,Senior Expert
254309,53,77,P2000,Senior Expert
51939,53,71,Ken Shirriff,Senior Expert
6481,52,114,geometrikal,Senior Expert
104387,52,80,Antonio,Senior Expert
94058,52,88,Evan,Senior Expert
28592,52,102,Funkyguy,Senior Expert
95142,52,95,jaskij,Senior Expert
133673,52,81,Criggie,Senior Expert
344748,52,76,Julien,Senior Expert
227049,52,81,Kripacharys,Senior Expert
276605,52,88,Tesla23,Senior Expert
275585,52,72,KD9PDP,Senior Expert
26725,52,117,Alex Shroyer,Senior Expert
57518,52,82,John Honniball,Senior Expert
18173,52,94,Chintalagiri Shashank,Senior Expert
13647,52,109,Eric Gunnerson,Senior Expert
7701,51,114,Eric,Senior Expert
19647,51,104,gwideman,Senior Expert
24464,51,85,Synchrondyne,Senior Expert
3308,51,111,Toybuilder,Senior Expert
5604,51,80,Bryan Boettcher,Senior Expert
254042,51,73,Paul Ghobril,Senior Expert
16835,51,92,Kurt E. Clothier,Senior Expert
53973,51,85,m salim,Senior Expert
38063,51,99,Bort,Senior Expert
2288,51,154,Dave,Senior Expert
3190,51,100,Taniwha,Senior Expert
156047,51,87,Elmesito,Senior Expert
53272,51,104,Agent_L,Senior Expert
96401,51,82,b degnan,Senior Expert
299354,51,71,Klas-Kenny,Senior Expert
131925,51,70,Supa Nova,Senior Expert
19313,50,85,Erik Friesen,Senior Expert
295327,50,66,Syed,Senior Expert
333604,50,69,sai,Senior Expert
152483,50,78,Horror Vacui,Senior Expert
69795,50,75,user69795,Senior Expert
4586,50,77,B Pete,Senior Expert
251254,50,76,M lab,Senior Expert
1675,50,128,dren.dk,Senior Expert
250420,50,75,rpm2718,Senior Expert
2750,50,67,nekomatic,Senior Expert
34920,50,73,user34920,Senior Expert
306745,50,70,jayben,Senior Expert
1950,50,77,AndreKR,Senior Expert
76796,50,64,asdf30,Senior Expert
90160,50,100,0___________,Senior Expert
703,50,120,Mark,Senior Expert
1481,50,83,Tim Williscroft,Senior Expert
10315,49,96,theamk,Expert
2426,49,119,BG100,Expert
98525,49,83,Vicente Cunha,Expert
61970,49,73,Martin Rosenau,Expert
38619,49,106,Oleg Mazurov,Expert
10555,49,94,Bruno Ferreira,Expert
187471,49,82,tlfong01,Expert
301846,49,81,Velvet,Expert
204,49,96,Robert Deml,Expert
1270,49,83,darron,Expert
4172,49,116,Jon L,Expert
38748,48,81,slebetman,Expert
72155,48,78,Indraneel,Expert
156354,48,76,JBH,Expert
11869,48,76,copper.hat,Expert
230543,48,78,Carl,Expert
347817,48,80,Franc,Expert
4576,48,104,Mike DeSimone,Expert
399,48,168,Jim,Expert
81885,48,80,DamienD,Expert
104462,48,74,Bradman175,Expert
1810,48,95,Jim C,Expert
2060,48,82,jsolarski,Expert
1612,48,88,RJR,Expert
4342,48,104,Joe,Expert
25469,47,118,Vasiliy,Expert
126543,47,72,12Lappie,Expert
334997,47,61,LordTeddy,Expert
49251,47,105,Greg d'Eon,Expert
222,47,87,Jeanne Pindar,Expert
217794,47,64,joribama,Expert
170349,47,75,EE_socal,Expert
23587,47,78,FrancoVS,Expert
257255,47,60,Bryan,Expert
11880,47,101,Christoph B,Expert
193028,47,64,DrSheldon,Expert
109581,47,107,Old_Fossil,Expert
5551,47,91,shuckc,Expert
58084,47,68,C_Elegans,Expert
243768,47,72,Guy Inchbald,Expert
248404,47,68,EJE,Expert
43205,47,77,Hot Licks,Expert
257942,47,62,Mark Morgan Lloyd,Expert
625,47,91,Jay Atkinson,Expert
153168,47,64,NStorm,Expert
30280,47,68,kkrambo,Expert
66767,47,67,Theodore,Expert
277120,46,62,ScienceGeyser,Expert
18385,46,83,squarewav,Expert
167034,46,69,Juan,Expert
249238,46,65,Arcatus,Expert
248838,46,71,tim,Expert
2523,46,77,Warren Young,Expert
178536,46,70,Bob Jacobsen,Expert
294934,46,54,stretch,Expert
38986,46,64,Sclrx,Expert
147373,46,61,Daniel Bogdanoff - Keysight,Expert
326463,46,53,datenheim,Expert
22582,46,100,Zuofu,Expert
83342,46,80,Houston Fortney,Expert
150397,46,74,mhaselup,Expert
94124,46,67,C. Dunn,Expert
51268,46,107,TDHofstetter,Expert
107412,46,64,DavidG25,Expert
238188,46,78,Shashank V M,Expert
16047,46,86,stanri,Expert
25264,46,91,diverger,Expert
40609,46,87,Cornelius,Expert
35526,46,66,Nazar,Expert
6361,45,75,Harry Weston,Expert
29792,45,96,Ricardo,Expert
38503,45,97,dave_59,Expert
41097,45,80,Floris,Expert
54964,45,65,Randy,Expert
7434,45,81,spearson,Expert
2157,45,82,kenny,Expert
3869,45,112,JonnyBoats,Expert
2598,45,85,mctylr,Expert
2578,45,75,whatsisname,Expert
216617,45,67,EinarA,Expert
1571,45,84,Joel B,Expert
10793,45,88,Szymon Bęczkowski,Expert
108973,45,58,Alex,Expert
64204,44,72,Ambiorix,Expert
19941,44,91,angelatlarge,Expert
25995,44,76,scld,Expert
1409,44,74,Theran,Expert
213763,44,57,Yet Another Michael,Expert
116604,44,76,M.Ferru,Expert
245875,44,70,Sadat Rafi,Expert
89489,44,64,robert bristow-johnson,Expert
36526,44,88,Filek,Expert
260047,44,65,csabahu,Expert
101827,43,67,dirac16,Expert
1381,43,72,posipiet,Expert
118267,43,57,Sascha,Expert
2007,43,69,Vovanium,Expert
93879,43,90,followed Monica to Codidact,Expert
140087,43,63,Chris Knudsen,Expert
1363,43,87,joeforker,Expert
62473,43,84,cowboydan,Expert
131729,43,64,Bort,Expert
23203,43,72,Austin,Expert
105350,43,63,scorpdaddy,Expert
135757,43,58,Ron Beyer,Expert
36307,43,68,Tom Anderson,Expert
188228,43,76,Ocanath,Expert
95099,43,66,Dave,Expert
93857,43,79,William Brodie-Tyrrell,Expert
26864,43,81,sherrellbc,Expert
82922,43,67,Brendan Simpson,Expert
124276,43,52,Andreas,Expert
36213,43,83,motoprogger,Expert
6173,43,69,s3c,Expert
1951,42,65,Roman Starkov,Expert
50922,42,65,Level River St,Expert
389,42,73,Christopher Biggs,Expert
76329,42,72,Dean,Expert
11779,42,54,pat,Expert
6494,42,66,sbell,Expert
103,42,156,Amos,Expert
11379,42,85,Jim Paris,Expert
51,42,100,blalor,Expert
17466,42,64,Spoon,Expert
9730,42,93,Garrett Fogerlie,Expert
62138,42,57,BobT,Expert
5361,42,59,David Schwartz,Expert
14108,42,63,user207421,Expert
22061,42,66,Matt L.,Expert
22169,42,61,Jules,Expert
176155,42,60,AlmostDone,Expert
63977,41,65,Michael Karcher,Expert
7089,41,65,mr_js,Expert
167243,41,63,G-aura-V,Expert
176301,41,59,Norm,Expert
4159,41,70,NickHalden,Expert
38252,41,61,Jarrod Christman,Expert
19155,41,63,Loren Pechtel,Expert
110857,41,56,ilkkachu,Expert
103685,41,70,SDsolar,Expert
50736,41,65,J...,Expert
49818,41,70,Fix It Until It's Broken,Expert
5425,41,73,dext0rb,Expert
1623,41,77,Dean,Expert
137311,41,63,Oskar Skog,Expert
156579,41,56,jramsay42,Expert
2377,41,72,bt2,Expert
17167,41,55,EEd,Expert
13494,41,78,Jay Carlson,Expert
132649,41,50,vofa,Expert
175617,40,66,Alex Cannon,Expert
98619,40,80,Jakey,Expert
83049,40,76,Pål-Kristian Engstad,Expert
4748,40,84,hli,Expert
7598,40,76,Kris Bahnsen,Expert
44081,40,82,paul,Expert
26398,40,57,nsayer,Expert
135308,40,55,Fred Cailloux,Expert
51089,40,76,venny,Expert
8984,40,79,Standard Sandun,Expert
46329,40,65,kjgregory,Expert
1750,40,71,Linker3000,Expert
27436,40,58,Mishyoshi,Expert
62742,40,69,CharlieHanson,Expert
128557,40,67,AngeloQ,Expert
404,40,93,Chris Gammell,Expert
87336,40,59,Icy,Expert
171239,40,63,Meenie Leis,Expert
25328,40,65,Tut,Expert
4427,40,57,Vintage,Expert
45281,40,74,ACD,Expert
64099,40,53,neonzeon,Expert
57254,40,60,Douwe66,Expert
328,40,71,Clint Lawrence,Expert
1938,40,77,sybreon,Expert
107004,40,63,Mark,Expert
62576,39,51,Unimportant,Expert
32787,39,61,user2943160,Expert
254097,39,59,Lars Hankeln,Expert
36487,39,53,abligh,Expert
16146,39,56,carveone,Expert
215,39,100,todbot,Expert
78936,39,72,MathieuL,Expert
65594,39,54,Peter Cordes,Expert
209934,39,53,alejnavab,Expert
10,39,92,bpijls,Expert
4327,39,58,leftaroundabout,Expert
21976,39,67,Rolf Ostergaard,Expert
5787,39,53,mng,Expert
194011,39,64,GB - AE7OO,Expert
35350,39,60,Sanjeev Kumar,Expert
65678,39,68,HKOB,Expert
239915,39,57,kackle123,Expert
529,39,55,semaj,Expert
16168,39,64,EternityForest,Expert
107143,39,58,Raj,Expert
53015,39,61,Mast,Expert
129974,39,50,gilhad,Expert
187475,39,48,Matt,Expert
417,39,80,jeremy,Expert
9137,39,70,Telaclavo,Expert
204485,39,67,Electron,Expert
288848,38,57,Nick Bolton,Expert
141046,38,57,user2233709,Expert
3552,38,66,sharptooth,Expert
254890,38,53,Ste Kulov,Expert
